01-Apr-2019,02:30,01-Apr-2019,02:45,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,02:45,01-Apr-2019,03:00,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,03:00,01-Apr-2019,03:15,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,03:15,01-Apr-2019,03:30,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,03:30,01-Apr-2019,03:45,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,03:45,01-Apr-2019,04:00,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,04:00,01-Apr-2019,04:15,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,04:15,01-Apr-2019,04:30,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,04:30,01-Apr-2019,04:45,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,04:45,01-Apr-2019,05:00,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,05:00,01-Apr-2019,05:15,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,05:15,01-Apr-2019,05:30,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,05:30,01-Apr-2019,05:45,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,05:45,01-Apr-2019,06:00,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,06:00,01-Apr-2019,06:15,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,06:15,01-Apr-2019,06:30,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,06:30,01-Apr-2019,06:45,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,06:45,01-Apr-2019,07:00,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,07:00,01-Apr-2019,07:15,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,07:15,01-Apr-2019,07:30,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,07:30,01-Apr-2019,07:45,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,07:45,01-Apr-2019,08:00,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,08:00,01-Apr-2019,08:15,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,08:15,01-Apr-2019,08:30,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,08:30,01-Apr-2019,08:45,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,08:45,01-Apr-2019,09:00,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,09:00,01-Apr-2019,09:15,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,09:15,01-Apr-2019,09:30,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,09:30,01-Apr-2019,09:45,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,09:45,01-Apr-2019,10:00,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,10:00,01-Apr-2019,10:15,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,10:15,01-Apr-2019,10:30,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,10:30,01-Apr-2019,10:45,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,10:45,01-Apr-2019,11:00,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,11:00,01-Apr-2019,11:15,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,11:15,01-Apr-2019,11:30,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,11:30,01-Apr-2019,11:45,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,11:45,01-Apr-2019,12:00,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,12:00,01-Apr-2019,12:15,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,12:15,01-Apr-2019,12:30,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,12:30,01-Apr-2019,12:45,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,12:45,01-Apr-2019,13:00,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,13:00,01-Apr-2019,13:15,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,13:15,01-Apr-2019,13:30,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,13:30,01-Apr-2019,13:45,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,13:45,01-Apr-2019,14:00,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,14:00,01-Apr-2019,14:15,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,14:15,01-Apr-2019,14:30,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,14:30,01-Apr-2019,14:45,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,14:45,01-Apr-2019,15:00,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,15:00,01-Apr-2019,15:15,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,15:15,01-Apr-2019,15:30,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,15:30,01-Apr-2019,15:45,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,15:45,01-Apr-2019,16:00,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,16:00,01-Apr-2019,16:15,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,16:15,01-Apr-2019,16:30,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,16:30,01-Apr-2019,16:45,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,16:45,01-Apr-2019,17:00,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,17:00,01-Apr-2019,17:15,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,17:15,01-Apr-2019,17:30,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,17:30,01-Apr-2019,17:45,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,17:45,01-Apr-2019,18:00,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,18:00,01-Apr-2019,18:15,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,18:15,01-Apr-2019,18:30,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,18:30,01-Apr-2019,18:45,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,18:45,01-Apr-2019,19:00,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,19:00,01-Apr-2019,19:15,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,19:15,01-Apr-2019,19:30,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,19:30,01-Apr-2019,19:45,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,19:45,01-Apr-2019,20:00,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,20:00,01-Apr-2019,20:15,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,20:15,01-Apr-2019,20:30,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,20:30,01-Apr-2019,20:45,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,20:45,01-Apr-2019,21:00,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,21:00,01-Apr-2019,21:15,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,21:15,01-Apr-2019,21:30,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,21:30,01-Apr-2019,21:45,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,21:45,01-Apr-2019,22:00,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,22:00,01-Apr-2019,22:15,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,22:15,01-Apr-2019,22:30,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,22:30,01-Apr-2019,22:45,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,22:45,01-Apr-2019,23:00,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,23:00,01-Apr-2019,23:15,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,23:15,01-Apr-2019,23:30,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,23:30,01-Apr-2019,23:45,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2019,23:45,02-Apr-2019,00:00,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Apr-2019,00:00,02-Apr-2019,00:15,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Apr-2019,00:15,02-Apr-2019,00:30,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Apr-2019,00:30,02-Apr-2019,00:45,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Apr-2019,00:45,02-Apr-2019,01:00,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Apr-2019,01:00,02-Apr-2019,01:15,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Apr-2019,01:15,02-Apr-2019,01:30,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Apr-2019,01:30,02-Apr-2019,01:45,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Apr-2019,01:45,02-Apr-2019,02:00,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Apr-2019,02:00,02-Apr-2019,02:15,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Apr-2019,02:15,02-Apr-2019,02:30,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Apr-2019,02:30,02-Apr-2019,02:45,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Apr-2019,02:45,02-Apr-2019,03:00,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Apr-2019,03:00,02-Apr-2019,03:15,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Apr-2019,03:15,02-Apr-2019,03:30,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Apr-2019,03:30,02-Apr-2019,03:45,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Apr-2019,03:45,02-Apr-2019,04:00,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Apr-2019,04:00,02-Apr-2019,04:15,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Apr-2019,04:15,02-Apr-2019,04:30,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Apr-2019,04:30,02-Apr-2019,04:45,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Apr-2019,04:45,02-Apr-2019,05:00,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Apr-2019,05:00,02-Apr-2019,05:15,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Apr-2019,05:15,02-Apr-2019,05:30,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Apr-2019,05:30,02-Apr-2019,05:45,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Apr-2019,05:45,02-Apr-2019,06:00,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Apr-2019,06:00,02-Apr-2019,06:15,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Apr-2019,06:15,02-Apr-2019,06:30,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Apr-2019,06:30,02-Apr-2019,06:45,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Apr-2019,06:45,02-Apr-2019,07:00,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Apr-2019,07:00,02-Apr-2019,07:15,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Apr-2019,07:15,02-Apr-2019,07:30,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Apr-2019,07:30,02-Apr-2019,07:45,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Apr-2019,07:45,02-Apr-2019,08:00,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Apr-2019,08:00,02-Apr-2019,08:15,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Apr-2019,08:15,02-Apr-2019,08:30,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Apr-2019,08:30,02-Apr-2019,08:45,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Apr-2019,08:45,02-Apr-2019,09:00,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Apr-2019,09:00,02-Apr-2019,09:15,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Apr-2019,09:15,02-Apr-2019,09:30,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Apr-2019,09:30,02-Apr-2019,09:45,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Apr-2019,09:45,02-Apr-2019,10:00,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Apr-2019,10:00,02-Apr-2019,10:15,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Apr-2019,10:15,02-Apr-2019,10:30,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Apr-2019,10:30,02-Apr-2019,10:45,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Apr-2019,10:45,02-Apr-2019,11:00,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Apr-2019,11:00,02-Apr-2019,11:15,Karnataka,Hubballi,Deshpande Nagar, Hubballi - KSPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
